n_components,solver,shrinkage,tol,balanced_acc,train_balanced_acc,accuracy,precision_macro,recall_macro,f1_macro,brier_score,rmse_proba,E_train,E_test,E_train-E_test,precision_Scratch,recall_Scratch,f1_Scratch,precision_Loc,recall_Loc,f1_Loc,precision_Near-full,recall_Near-full,f1_Near-full,precision_Edge-Ring,recall_Edge-Ring,f1_Edge-Ring,precision_Center,recall_Center,f1_Center,precision_Donut,recall_Donut,f1_Donut,precision_Edge-Loc,recall_Edge-Loc,f1_Edge-Loc,precision_Random,recall_Random,f1_Random
9,eigen,0.9,0.0001,0.6145,0.6148,0.7294,0.6649,0.6145,0.5947,0.0449,0.212,0.3852,0.3855,-0.0004,0.2,0.002,0.004,0.6115,0.2676,0.3722,0.9438,0.9731,0.9571,0.8787,0.9176,0.8977,0.8451,0.9518,0.8953,0.6764,0.1745,0.2744,0.5472,0.7764,0.642,0.6161,0.8525,0.715
9,lsqr,0.9,0.01,0.6145,0.6148,0.7294,0.6649,0.6145,0.5947,0.0449,0.212,0.3852,0.3855,-0.0004,0.2,0.002,0.004,0.6115,0.2676,0.3722,0.9438,0.9731,0.9571,0.8787,0.9176,0.8977,0.8451,0.9518,0.8953,0.6764,0.1745,0.2744,0.5472,0.7764,0.642,0.6161,0.8525,0.715
8,eigen,0.7,0.0001,0.6135,0.6135,0.7352,0.663,0.6135,0.5922,0.0434,0.2084,0.3865,0.3865,-0.0,0.0,0.0,0.0,0.6277,0.2766,0.3837,0.9507,0.9798,0.9639,0.8909,0.9171,0.9038,0.8461,0.9528,0.8963,0.8212,0.1294,0.2216,0.5528,0.8001,0.6539,0.6149,0.8525,0.7142
8,lsqr,0.7,0.0001,0.6135,0.6135,0.7352,0.663,0.6135,0.5922,0.0434,0.2084,0.3865,0.3865,-0.0,0.0,0.0,0.0,0.6277,0.2766,0.3837,0.9507,0.9798,0.9639,0.8909,0.9171,0.9038,0.8461,0.9528,0.8963,0.8212,0.1294,0.2216,0.5528,0.8001,0.6539,0.6149,0.8525,0.7142
8,eigen,0.7,0.001,0.6135,0.6135,0.7352,0.663,0.6135,0.5922,0.0434,0.2084,0.3865,0.3865,-0.0,0.0,0.0,0.0,0.6277,0.2766,0.3837,0.9507,0.9798,0.9639,0.8909,0.9171,0.9038,0.8461,0.9528,0.8963,0.8212,0.1294,0.2216,0.5528,0.8001,0.6539,0.6149,0.8525,0.7142
7,lsqr,0.5,0.001,0.6087,0.6089,0.7384,0.6427,0.6087,0.5837,0.0432,0.2079,0.3911,0.3913,-0.0003,0.0,0.0,0.0,0.624,0.3112,0.4152,0.9507,0.9798,0.9639,0.9041,0.9148,0.9094,0.8511,0.9528,0.899,0.6443,0.0647,0.1163,0.5552,0.8019,0.6562,0.6121,0.8441,0.7094
7,eigen,0.5,0.001,0.6087,0.6089,0.7384,0.6427,0.6087,0.5837,0.0432,0.2079,0.3911,0.3913,-0.0003,0.0,0.0,0.0,0.624,0.3112,0.4152,0.9507,0.9798,0.9639,0.9041,0.9148,0.9094,0.8511,0.9528,0.899,0.6443,0.0647,0.1163,0.5552,0.8019,0.6562,0.6121,0.8441,0.7094
7,lsqr,0.5,0.01,0.6087,0.6089,0.7384,0.6427,0.6087,0.5837,0.0432,0.2079,0.3911,0.3913,-0.0003,0.0,0.0,0.0,0.624,0.3112,0.4152,0.9507,0.9798,0.9639,0.9041,0.9148,0.9094,0.8511,0.9528,0.899,0.6443,0.0647,0.1163,0.5552,0.8019,0.6562,0.6121,0.8441,0.7094
7,lsqr,0.5,0.0001,0.6087,0.6089,0.7384,0.6427,0.6087,0.5837,0.0432,0.2079,0.3911,0.3913,-0.0003,0.0,0.0,0.0,0.624,0.3112,0.4152,0.9507,0.9798,0.9639,0.9041,0.9148,0.9094,0.8511,0.9528,0.899,0.6443,0.0647,0.1163,0.5552,0.8019,0.6562,0.6121,0.8441,0.7094
8,eigen,0.9,0.01,0.6077,0.6087,0.728,0.6413,0.6077,0.5869,0.0449,0.2119,0.3913,0.3923,-0.001,0.0,0.0,0.0,0.61,0.2604,0.3648,0.9493,0.9731,0.9602,0.8764,0.9194,0.8973,0.8423,0.9525,0.894,0.6812,0.1314,0.2181,0.5445,0.7784,0.6407,0.6268,0.8465,0.7198
8,lsqr,0.9,0.001,0.6077,0.6087,0.728,0.6413,0.6077,0.5869,0.0449,0.2119,0.3913,0.3923,-0.001,0.0,0.0,0.0,0.61,0.2604,0.3648,0.9493,0.9731,0.9602,0.8764,0.9194,0.8973,0.8423,0.9525,0.894,0.6812,0.1314,0.2181,0.5445,0.7784,0.6407,0.6268,0.8465,0.7198
6,lsqr,,0.01,0.5993,0.5995,0.718,0.5978,0.5993,0.5728,0.0479,0.2189,0.4005,0.4007,-0.0002,0.0,0.0,0.0,0.5905,0.2556,0.3564,0.9311,0.9731,0.9508,0.8626,0.9054,0.8834,0.8636,0.9482,0.9039,0.4022,0.1019,0.159,0.5333,0.7636,0.6279,0.5995,0.8465,0.7015
6,eigen,,0.001,0.5993,0.5995,0.718,0.5978,0.5993,0.5728,0.0479,0.2189,0.4005,0.4007,-0.0002,0.0,0.0,0.0,0.5905,0.2556,0.3564,0.9311,0.9731,0.9508,0.8626,0.9054,0.8834,0.8636,0.9482,0.9039,0.4022,0.1019,0.159,0.5333,0.7636,0.6279,0.5995,0.8465,0.7015
6,eigen,,0.0001,0.5993,0.5995,0.718,0.5978,0.5993,0.5728,0.0479,0.2189,0.4005,0.4007,-0.0002,0.0,0.0,0.0,0.5905,0.2556,0.3564,0.9311,0.9731,0.9508,0.8626,0.9054,0.8834,0.8636,0.9482,0.9039,0.4022,0.1019,0.159,0.5333,0.7636,0.6279,0.5995,0.8465,0.7015
6,lsqr,,0.0001,0.5993,0.5995,0.718,0.5978,0.5993,0.5728,0.0479,0.2189,0.4005,0.4007,-0.0002,0.0,0.0,0.0,0.5905,0.2556,0.3564,0.9311,0.9731,0.9508,0.8626,0.9054,0.8834,0.8636,0.9482,0.9039,0.4022,0.1019,0.159,0.5333,0.7636,0.6279,0.5995,0.8465,0.7015
6,eigen,,0.01,0.5993,0.5995,0.718,0.5978,0.5993,0.5728,0.0479,0.2189,0.4005,0.4007,-0.0002,0.0,0.0,0.0,0.5905,0.2556,0.3564,0.9311,0.9731,0.9508,0.8626,0.9054,0.8834,0.8636,0.9482,0.9039,0.4022,0.1019,0.159,0.5333,0.7636,0.6279,0.5995,0.8465,0.7015
7,eigen,0.7,0.001,0.5992,0.601,0.7291,0.6282,0.5992,0.5735,0.0443,0.2105,0.399,0.4008,-0.0017,0.0,0.0,0.0,0.617,0.2667,0.3724,0.9504,0.9731,0.9603,0.8896,0.9185,0.9037,0.842,0.9528,0.8939,0.5641,0.0568,0.1028,0.5415,0.7891,0.6422,0.6211,0.8369,0.7126
7,lsqr,0.7,0.01,0.5992,0.601,0.7291,0.6282,0.5992,0.5735,0.0443,0.2105,0.399,0.4008,-0.0017,0.0,0.0,0.0,0.617,0.2667,0.3724,0.9504,0.9731,0.9603,0.8896,0.9185,0.9037,0.842,0.9528,0.8939,0.5641,0.0568,0.1028,0.5415,0.7891,0.6422,0.6211,0.8369,0.7126
7,eigen,0.7,0.0001,0.5992,0.601,0.7291,0.6282,0.5992,0.5735,0.0443,0.2105,0.399,0.4008,-0.0017,0.0,0.0,0.0,0.617,0.2667,0.3724,0.9504,0.9731,0.9603,0.8896,0.9185,0.9037,0.842,0.9528,0.8939,0.5641,0.0568,0.1028,0.5415,0.7891,0.6422,0.6211,0.8369,0.7126
7,lsqr,0.7,0.001,0.5992,0.601,0.7291,0.6282,0.5992,0.5735,0.0443,0.2105,0.399,0.4008,-0.0017,0.0,0.0,0.0,0.617,0.2667,0.3724,0.9504,0.9731,0.9603,0.8896,0.9185,0.9037,0.842,0.9528,0.8939,0.5641,0.0568,0.1028,0.5415,0.7891,0.6422,0.6211,0.8369,0.7126
7,lsqr,0.7,0.0001,0.5992,0.601,0.7291,0.6282,0.5992,0.5735,0.0443,0.2105,0.399,0.4008,-0.0017,0.0,0.0,0.0,0.617,0.2667,0.3724,0.9504,0.9731,0.9603,0.8896,0.9185,0.9037,0.842,0.9528,0.8939,0.5641,0.0568,0.1028,0.5415,0.7891,0.6422,0.6211,0.8369,0.7126
7,eigen,0.7,0.01,0.5992,0.601,0.7291,0.6282,0.5992,0.5735,0.0443,0.2105,0.399,0.4008,-0.0017,0.0,0.0,0.0,0.617,0.2667,0.3724,0.9504,0.9731,0.9603,0.8896,0.9185,0.9037,0.842,0.9528,0.8939,0.5641,0.0568,0.1028,0.5415,0.7891,0.6422,0.6211,0.8369,0.7126
6,eigen,auto,0.01,0.5976,0.5986,0.7181,0.5984,0.5976,0.5707,0.0478,0.2186,0.4014,0.4024,-0.001,0.0,0.0,0.0,0.5944,0.2541,0.3557,0.9311,0.9731,0.9508,0.8632,0.9055,0.8838,0.8631,0.9491,0.9041,0.404,0.0882,0.1424,0.5314,0.7652,0.6272,0.6001,0.8453,0.7015
6,eigen,auto,0.001,0.5976,0.5986,0.7181,0.5984,0.5976,0.5707,0.0478,0.2186,0.4014,0.4024,-0.001,0.0,0.0,0.0,0.5944,0.2541,0.3557,0.9311,0.9731,0.9508,0.8632,0.9055,0.8838,0.8631,0.9491,0.9041,0.404,0.0882,0.1424,0.5314,0.7652,0.6272,0.6001,0.8453,0.7015
6,lsqr,auto,0.001,0.5976,0.5986,0.7181,0.5984,0.5976,0.5707,0.0478,0.2186,0.4014,0.4024,-0.001,0.0,0.0,0.0,0.5944,0.2541,0.3557,0.9311,0.9731,0.9508,0.8632,0.9055,0.8838,0.8631,0.9491,0.9041,0.404,0.0882,0.1424,0.5314,0.7652,0.6272,0.6001,0.8453,0.7015
7,lsqr,0.9,0.001,0.5965,0.5959,0.724,0.6201,0.5965,0.572,0.0454,0.2132,0.4041,0.4035,0.0006,0.0,0.0,0.0,0.601,0.2526,0.3556,0.9608,0.9731,0.9664,0.8745,0.9223,0.8977,0.8396,0.9523,0.8924,0.5112,0.0608,0.1069,0.5366,0.7708,0.6327,0.6372,0.8405,0.7243
7,eigen,0.9,0.001,0.5965,0.5959,0.724,0.6201,0.5965,0.572,0.0454,0.2132,0.4041,0.4035,0.0006,0.0,0.0,0.0,0.601,0.2526,0.3556,0.9608,0.9731,0.9664,0.8745,0.9223,0.8977,0.8396,0.9523,0.8924,0.5112,0.0608,0.1069,0.5366,0.7708,0.6327,0.6372,0.8405,0.7243
7,eigen,0.9,0.0001,0.5965,0.5959,0.724,0.6201,0.5965,0.572,0.0454,0.2132,0.4041,0.4035,0.0006,0.0,0.0,0.0,0.601,0.2526,0.3556,0.9608,0.9731,0.9664,0.8745,0.9223,0.8977,0.8396,0.9523,0.8924,0.5112,0.0608,0.1069,0.5366,0.7708,0.6327,0.6372,0.8405,0.7243
7,lsqr,0.9,0.0001,0.5965,0.5959,0.724,0.6201,0.5965,0.572,0.0454,0.2132,0.4041,0.4035,0.0006,0.0,0.0,0.0,0.601,0.2526,0.3556,0.9608,0.9731,0.9664,0.8745,0.9223,0.8977,0.8396,0.9523,0.8924,0.5112,0.0608,0.1069,0.5366,0.7708,0.6327,0.6372,0.8405,0.7243
7,eigen,0.9,0.01,0.5965,0.5959,0.724,0.6201,0.5965,0.572,0.0454,0.2132,0.4041,0.4035,0.0006,0.0,0.0,0.0,0.601,0.2526,0.3556,0.9608,0.9731,0.9664,0.8745,0.9223,0.8977,0.8396,0.9523,0.8924,0.5112,0.0608,0.1069,0.5366,0.7708,0.6327,0.6372,0.8405,0.7243
6,lsqr,0.1,0.0001,0.596,0.5969,0.7176,0.5975,0.596,0.5689,0.0477,0.2184,0.4031,0.404,-0.0009,0.0,0.0,0.0,0.6029,0.2505,0.3536,0.9376,0.9731,0.9541,0.8618,0.9069,0.8837,0.8598,0.9496,0.9024,0.3854,0.0784,0.1283,0.5297,0.7642,0.6256,0.6026,0.8453,0.7033
6,eigen,0.1,0.001,0.596,0.5969,0.7176,0.5975,0.596,0.5689,0.0477,0.2184,0.4031,0.404,-0.0009,0.0,0.0,0.0,0.6029,0.2505,0.3536,0.9376,0.9731,0.9541,0.8618,0.9069,0.8837,0.8598,0.9496,0.9024,0.3854,0.0784,0.1283,0.5297,0.7642,0.6256,0.6026,0.8453,0.7033
6,lsqr,0.1,0.01,0.596,0.5969,0.7176,0.5975,0.596,0.5689,0.0477,0.2184,0.4031,0.404,-0.0009,0.0,0.0,0.0,0.6029,0.2505,0.3536,0.9376,0.9731,0.9541,0.8618,0.9069,0.8837,0.8598,0.9496,0.9024,0.3854,0.0784,0.1283,0.5297,0.7642,0.6256,0.6026,0.8453,0.7033
6,lsqr,0.3,0.01,0.5908,0.5898,0.7171,0.6051,0.5908,0.5631,0.0474,0.2177,0.4102,0.4092,0.0009,0.0,0.0,0.0,0.6179,0.2315,0.3366,0.9608,0.9662,0.9628,0.8595,0.9107,0.8843,0.8521,0.9511,0.8989,0.411,0.049,0.0862,0.5274,0.7722,0.6267,0.612,0.8453,0.7097
6,eigen,0.3,0.01,0.5908,0.5898,0.7171,0.6051,0.5908,0.5631,0.0474,0.2177,0.4102,0.4092,0.0009,0.0,0.0,0.0,0.6179,0.2315,0.3366,0.9608,0.9662,0.9628,0.8595,0.9107,0.8843,0.8521,0.9511,0.8989,0.411,0.049,0.0862,0.5274,0.7722,0.6267,0.612,0.8453,0.7097
5,lsqr,,0.001,0.5891,0.5906,0.7107,0.5721,0.5891,0.5564,0.0486,0.2205,0.4094,0.4109,-0.0015,0.0,0.0,0.0,0.5819,0.2583,0.3573,0.9244,0.9731,0.9475,0.8503,0.9031,0.8759,0.8504,0.9487,0.8968,0.255,0.0353,0.0618,0.5274,0.7379,0.615,0.5877,0.8561,0.6967
5,eigen,,0.01,0.5891,0.5906,0.7107,0.5721,0.5891,0.5564,0.0486,0.2205,0.4094,0.4109,-0.0015,0.0,0.0,0.0,0.5819,0.2583,0.3573,0.9244,0.9731,0.9475,0.8503,0.9031,0.8759,0.8504,0.9487,0.8968,0.255,0.0353,0.0618,0.5274,0.7379,0.615,0.5877,0.8561,0.6967
5,lsqr,,0.01,0.5891,0.5906,0.7107,0.5721,0.5891,0.5564,0.0486,0.2205,0.4094,0.4109,-0.0015,0.0,0.0,0.0,0.5819,0.2583,0.3573,0.9244,0.9731,0.9475,0.8503,0.9031,0.8759,0.8504,0.9487,0.8968,0.255,0.0353,0.0618,0.5274,0.7379,0.615,0.5877,0.8561,0.6967
5,eigen,,0.001,0.5891,0.5906,0.7107,0.5721,0.5891,0.5564,0.0486,0.2205,0.4094,0.4109,-0.0015,0.0,0.0,0.0,0.5819,0.2583,0.3573,0.9244,0.9731,0.9475,0.8503,0.9031,0.8759,0.8504,0.9487,0.8968,0.255,0.0353,0.0618,0.5274,0.7379,0.615,0.5877,0.8561,0.6967
5,lsqr,,0.0001,0.5891,0.5906,0.7107,0.5721,0.5891,0.5564,0.0486,0.2205,0.4094,0.4109,-0.0015,0.0,0.0,0.0,0.5819,0.2583,0.3573,0.9244,0.9731,0.9475,0.8503,0.9031,0.8759,0.8504,0.9487,0.8968,0.255,0.0353,0.0618,0.5274,0.7379,0.615,0.5877,0.8561,0.6967
5,eigen,auto,0.0001,0.5887,0.589,0.7115,0.5741,0.5887,0.5556,0.0486,0.2204,0.411,0.4113,-0.0003,0.0,0.0,0.0,0.5919,0.2562,0.3572,0.9244,0.9731,0.9475,0.85,0.9045,0.8763,0.8492,0.9496,0.8966,0.2598,0.0294,0.0526,0.5265,0.7405,0.6154,0.5909,0.8561,0.699
5,lsqr,auto,0.0001,0.5887,0.589,0.7115,0.5741,0.5887,0.5556,0.0486,0.2204,0.411,0.4113,-0.0003,0.0,0.0,0.0,0.5919,0.2562,0.3572,0.9244,0.9731,0.9475,0.85,0.9045,0.8763,0.8492,0.9496,0.8966,0.2598,0.0294,0.0526,0.5265,0.7405,0.6154,0.5909,0.8561,0.699
5,eigen,auto,0.01,0.5887,0.589,0.7115,0.5741,0.5887,0.5556,0.0486,0.2204,0.411,0.4113,-0.0003,0.0,0.0,0.0,0.5919,0.2562,0.3572,0.9244,0.9731,0.9475,0.85,0.9045,0.8763,0.8492,0.9496,0.8966,0.2598,0.0294,0.0526,0.5265,0.7405,0.6154,0.5909,0.8561,0.699
5,lsqr,auto,0.001,0.5887,0.589,0.7115,0.5741,0.5887,0.5556,0.0486,0.2204,0.411,0.4113,-0.0003,0.0,0.0,0.0,0.5919,0.2562,0.3572,0.9244,0.9731,0.9475,0.85,0.9045,0.8763,0.8492,0.9496,0.8966,0.2598,0.0294,0.0526,0.5265,0.7405,0.6154,0.5909,0.8561,0.699
5,eigen,0.1,0.0001,0.5875,0.5881,0.7128,0.5673,0.5875,0.5538,0.0483,0.2198,0.4119,0.4125,-0.0006,0.0,0.0,0.0,0.602,0.2483,0.3512,0.9366,0.9731,0.9539,0.8519,0.9068,0.8784,0.8466,0.9503,0.8954,0.1767,0.0157,0.0287,0.5275,0.7495,0.6192,0.5975,0.8561,0.7035
5,eigen,0.1,0.01,0.5875,0.5881,0.7128,0.5673,0.5875,0.5538,0.0483,0.2198,0.4119,0.4125,-0.0006,0.0,0.0,0.0,0.602,0.2483,0.3512,0.9366,0.9731,0.9539,0.8519,0.9068,0.8784,0.8466,0.9503,0.8954,0.1767,0.0157,0.0287,0.5275,0.7495,0.6192,0.5975,0.8561,0.7035
5,eigen,0.3,0.01,0.5851,0.5858,0.7136,0.5919,0.5851,0.5536,0.0479,0.2188,0.4142,0.4149,-0.0008,0.0,0.0,0.0,0.6081,0.2306,0.3341,0.9668,0.9662,0.966,0.8521,0.9124,0.8811,0.8423,0.952,0.8938,0.3333,0.0137,0.0262,0.5261,0.7578,0.621,0.6062,0.8477,0.7067
5,lsqr,0.3,0.01,0.5851,0.5858,0.7136,0.5919,0.5851,0.5536,0.0479,0.2188,0.4142,0.4149,-0.0008,0.0,0.0,0.0,0.6081,0.2306,0.3341,0.9668,0.9662,0.966,0.8521,0.9124,0.8811,0.8423,0.952,0.8938,0.3333,0.0137,0.0262,0.5261,0.7578,0.621,0.6062,0.8477,0.7067
5,lsqr,0.3,0.001,0.5851,0.5858,0.7136,0.5919,0.5851,0.5536,0.0479,0.2188,0.4142,0.4149,-0.0008,0.0,0.0,0.0,0.6081,0.2306,0.3341,0.9668,0.9662,0.966,0.8521,0.9124,0.8811,0.8423,0.952,0.8938,0.3333,0.0137,0.0262,0.5261,0.7578,0.621,0.6062,0.8477,0.7067
5,lsqr,0.3,0.0001,0.5851,0.5858,0.7136,0.5919,0.5851,0.5536,0.0479,0.2188,0.4142,0.4149,-0.0008,0.0,0.0,0.0,0.6081,0.2306,0.3341,0.9668,0.9662,0.966,0.8521,0.9124,0.8811,0.8423,0.952,0.8938,0.3333,0.0137,0.0262,0.5261,0.7578,0.621,0.6062,0.8477,0.7067
6,eigen,0.5,0.001,0.5825,0.5836,0.7154,0.602,0.5825,0.5571,0.0473,0.2175,0.4164,0.4175,-0.0011,0.0,0.0,0.0,0.6179,0.2224,0.3268,0.9721,0.9255,0.9481,0.8553,0.9136,0.8834,0.8466,0.9523,0.8963,0.3792,0.0353,0.0644,0.5248,0.769,0.6238,0.6202,0.8417,0.7138
6,lsqr,0.5,0.001,0.5825,0.5836,0.7154,0.602,0.5825,0.5571,0.0473,0.2175,0.4164,0.4175,-0.0011,0.0,0.0,0.0,0.6179,0.2224,0.3268,0.9721,0.9255,0.9481,0.8553,0.9136,0.8834,0.8466,0.9523,0.8963,0.3792,0.0353,0.0644,0.5248,0.769,0.6238,0.6202,0.8417,0.7138
6,lsqr,0.5,0.01,0.5825,0.5836,0.7154,0.602,0.5825,0.5571,0.0473,0.2175,0.4164,0.4175,-0.0011,0.0,0.0,0.0,0.6179,0.2224,0.3268,0.9721,0.9255,0.9481,0.8553,0.9136,0.8834,0.8466,0.9523,0.8963,0.3792,0.0353,0.0644,0.5248,0.769,0.6238,0.6202,0.8417,0.7138
5,eigen,0.5,0.001,0.5781,0.5797,0.7137,0.5891,0.5781,0.5494,0.0477,0.2185,0.4203,0.4219,-0.0016,0.0,0.0,0.0,0.6017,0.2252,0.3274,0.9722,0.926,0.9481,0.8501,0.9166,0.882,0.8386,0.9518,0.8916,0.3,0.0039,0.0077,0.5263,0.7593,0.6217,0.624,0.8417,0.7163
5,lsqr,0.5,0.0001,0.5781,0.5797,0.7137,0.5891,0.5781,0.5494,0.0477,0.2185,0.4203,0.4219,-0.0016,0.0,0.0,0.0,0.6017,0.2252,0.3274,0.9722,0.926,0.9481,0.8501,0.9166,0.882,0.8386,0.9518,0.8916,0.3,0.0039,0.0077,0.5263,0.7593,0.6217,0.624,0.8417,0.7163
5,lsqr,0.5,0.01,0.5781,0.5797,0.7137,0.5891,0.5781,0.5494,0.0477,0.2185,0.4203,0.4219,-0.0016,0.0,0.0,0.0,0.6017,0.2252,0.3274,0.9722,0.926,0.9481,0.8501,0.9166,0.882,0.8386,0.9518,0.8916,0.3,0.0039,0.0077,0.5263,0.7593,0.6217,0.624,0.8417,0.7163
6,lsqr,0.7,0.001,0.5732,0.5758,0.714,0.5994,0.5732,0.5505,0.0474,0.2178,0.4242,0.4268,-0.0026,0.0,0.0,0.0,0.5956,0.2218,0.3231,0.9705,0.8713,0.9175,0.8532,0.9179,0.8843,0.8411,0.9518,0.893,0.3805,0.0255,0.0473,0.5251,0.7616,0.6216,0.6292,0.8357,0.7174
6,lsqr,0.7,0.0001,0.5732,0.5758,0.714,0.5994,0.5732,0.5505,0.0474,0.2178,0.4242,0.4268,-0.0026,0.0,0.0,0.0,0.5956,0.2218,0.3231,0.9705,0.8713,0.9175,0.8532,0.9179,0.8843,0.8411,0.9518,0.893,0.3805,0.0255,0.0473,0.5251,0.7616,0.6216,0.6292,0.8357,0.7174
6,lsqr,0.7,0.01,0.5732,0.5758,0.714,0.5994,0.5732,0.5505,0.0474,0.2178,0.4242,0.4268,-0.0026,0.0,0.0,0.0,0.5956,0.2218,0.3231,0.9705,0.8713,0.9175,0.8532,0.9179,0.8843,0.8411,0.9518,0.893,0.3805,0.0255,0.0473,0.5251,0.7616,0.6216,0.6292,0.8357,0.7174
6,eigen,0.7,0.01,0.5732,0.5758,0.714,0.5994,0.5732,0.5505,0.0474,0.2178,0.4242,0.4268,-0.0026,0.0,0.0,0.0,0.5956,0.2218,0.3231,0.9705,0.8713,0.9175,0.8532,0.9179,0.8843,0.8411,0.9518,0.893,0.3805,0.0255,0.0473,0.5251,0.7616,0.6216,0.6292,0.8357,0.7174
5,lsqr,0.7,0.0001,0.5708,0.5714,0.7134,0.5849,0.5708,0.5464,0.0477,0.2185,0.4286,0.4292,-0.0005,0.0,0.0,0.0,0.586,0.2231,0.323,0.9779,0.8782,0.9246,0.8464,0.9245,0.8837,0.8365,0.953,0.8909,0.2667,0.0039,0.0077,0.5269,0.7509,0.6192,0.6384,0.8333,0.7225
5,eigen,0.7,0.01,0.5708,0.5714,0.7134,0.5849,0.5708,0.5464,0.0477,0.2185,0.4286,0.4292,-0.0005,0.0,0.0,0.0,0.586,0.2231,0.323,0.9779,0.8782,0.9246,0.8464,0.9245,0.8837,0.8365,0.953,0.8909,0.2667,0.0039,0.0077,0.5269,0.7509,0.6192,0.6384,0.8333,0.7225
5,lsqr,0.7,0.01,0.5708,0.5714,0.7134,0.5849,0.5708,0.5464,0.0477,0.2185,0.4286,0.4292,-0.0005,0.0,0.0,0.0,0.586,0.2231,0.323,0.9779,0.8782,0.9246,0.8464,0.9245,0.8837,0.8365,0.953,0.8909,0.2667,0.0039,0.0077,0.5269,0.7509,0.6192,0.6384,0.8333,0.7225
5,lsqr,0.7,0.001,0.5708,0.5714,0.7134,0.5849,0.5708,0.5464,0.0477,0.2185,0.4286,0.4292,-0.0005,0.0,0.0,0.0,0.586,0.2231,0.323,0.9779,0.8782,0.9246,0.8464,0.9245,0.8837,0.8365,0.953,0.8909,0.2667,0.0039,0.0077,0.5269,0.7509,0.6192,0.6384,0.8333,0.7225
5,eigen,0.7,0.001,0.5708,0.5714,0.7134,0.5849,0.5708,0.5464,0.0477,0.2185,0.4286,0.4292,-0.0005,0.0,0.0,0.0,0.586,0.2231,0.323,0.9779,0.8782,0.9246,0.8464,0.9245,0.8837,0.8365,0.953,0.8909,0.2667,0.0039,0.0077,0.5269,0.7509,0.6192,0.6384,0.8333,0.7225
6,eigen,0.9,0.001,0.5688,0.5709,0.7118,0.5873,0.5688,0.5485,0.0477,0.2185,0.4291,0.4312,-0.0021,0.0,0.0,0.0,0.569,0.2291,0.3265,0.9705,0.8577,0.9095,0.8486,0.9226,0.884,0.838,0.9511,0.891,0.305,0.0216,0.0394,0.5243,0.7447,0.6153,0.6432,0.8237,0.722
6,eigen,0.9,0.0001,0.5688,0.5709,0.7118,0.5873,0.5688,0.5485,0.0477,0.2185,0.4291,0.4312,-0.0021,0.0,0.0,0.0,0.569,0.2291,0.3265,0.9705,0.8577,0.9095,0.8486,0.9226,0.884,0.838,0.9511,0.891,0.305,0.0216,0.0394,0.5243,0.7447,0.6153,0.6432,0.8237,0.722
6,lsqr,0.9,0.0001,0.5688,0.5709,0.7118,0.5873,0.5688,0.5485,0.0477,0.2185,0.4291,0.4312,-0.0021,0.0,0.0,0.0,0.569,0.2291,0.3265,0.9705,0.8577,0.9095,0.8486,0.9226,0.884,0.838,0.9511,0.891,0.305,0.0216,0.0394,0.5243,0.7447,0.6153,0.6432,0.8237,0.722
6,lsqr,0.9,0.01,0.5688,0.5709,0.7118,0.5873,0.5688,0.5485,0.0477,0.2185,0.4291,0.4312,-0.0021,0.0,0.0,0.0,0.569,0.2291,0.3265,0.9705,0.8577,0.9095,0.8486,0.9226,0.884,0.838,0.9511,0.891,0.305,0.0216,0.0394,0.5243,0.7447,0.6153,0.6432,0.8237,0.722
5,eigen,0.9,0.01,0.5654,0.5665,0.7114,0.5864,0.5654,0.5446,0.0479,0.2189,0.4335,0.4346,-0.0011,0.0,0.0,0.0,0.5578,0.2315,0.3271,0.9773,0.851,0.9086,0.8407,0.9287,0.8824,0.8354,0.9518,0.8898,0.3,0.0039,0.0077,0.5269,0.735,0.6138,0.6532,0.8213,0.7273
5,lsqr,0.9,0.001,0.5654,0.5665,0.7114,0.5864,0.5654,0.5446,0.0479,0.2189,0.4335,0.4346,-0.0011,0.0,0.0,0.0,0.5578,0.2315,0.3271,0.9773,0.851,0.9086,0.8407,0.9287,0.8824,0.8354,0.9518,0.8898,0.3,0.0039,0.0077,0.5269,0.735,0.6138,0.6532,0.8213,0.7273
5,eigen,0.9,0.001,0.5654,0.5665,0.7114,0.5864,0.5654,0.5446,0.0479,0.2189,0.4335,0.4346,-0.0011,0.0,0.0,0.0,0.5578,0.2315,0.3271,0.9773,0.851,0.9086,0.8407,0.9287,0.8824,0.8354,0.9518,0.8898,0.3,0.0039,0.0077,0.5269,0.735,0.6138,0.6532,0.8213,0.7273
4,eigen,auto,0.01,0.5629,0.5644,0.7146,0.5177,0.5629,0.5281,0.0485,0.2202,0.4356,0.4371,-0.0015,0.0,0.0,0.0,0.5271,0.242,0.3315,0.7641,0.8099,0.7838,0.8746,0.9268,0.8999,0.8446,0.9479,0.8932,0.0,0.0,0.0,0.5286,0.7477,0.6193,0.6027,0.8285,0.6973
4,eigen,auto,0.0001,0.5629,0.5644,0.7146,0.5177,0.5629,0.5281,0.0485,0.2202,0.4356,0.4371,-0.0015,0.0,0.0,0.0,0.5271,0.242,0.3315,0.7641,0.8099,0.7838,0.8746,0.9268,0.8999,0.8446,0.9479,0.8932,0.0,0.0,0.0,0.5286,0.7477,0.6193,0.6027,0.8285,0.6973
